Gender,RatingArea,NCD,ProtectedNCD,DrivingRestriction,VehicleAge,GenderCurrent,GenderProp,RatingAreaCurrent,RatingAreaProp,NCDCurr,NCDProp,PRNCDCurr,PRNCDProp,DRCurr,DRProp,VACurr,VAProp,CurrRels,PropRels,CurrPrem,PropPremium,,,
Female,1A,4+,N,Named,8,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2B,1,N,Named,5,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2B,2,N,Any,10,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3B,0,N,Named,4,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2B,4+,N,Named,10,,,,,,,,,,,,,0.000,0.000,,,,,
Female,4B,4+,Y,Named,7,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3B,2,N,Any,5,,,,,,,,,,,,,0.000,0.000,,,,,
Female,4A,4+,N,Named,10,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1A,1,N,Any,8,,,,,,,,,,,,,0.000,0.000,,,,,
Male,5A,2,N,Named,0,,,,,,,,,,,,,0.000,0.000,,,,,
Male,6A,2,N,Named,1,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2B,4+,Y,Named,5,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4B,4+,N,Any,11,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3B,4+,N,Any,7,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1A,4+,N,Named,12,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2A,4+,Y,Any,0,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4B,3,N,Any,4,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2B,2,N,Any,8,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4A,4+,N,Any,6,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3B,2,N,Named,9,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3A,0,N,Named,7,,,,,,,,,,,,,0.000,0.000,,,,,
Female,6A,4+,N,Named,9,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2A,4+,N,Any,3,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3A,4+,N,Named,2,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1A,2,N,Any,7,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3B,0,N,Any,3,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4A,4+,N,Any,8,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1A,2,N,Any,5,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2A,4+,N,Named,4,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,4+,N,Named,9,,,,,,,,,,,,,0.000,0.000,,,,,
Female,6A,1,N,Any,5,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2A,3,N,Any,10,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2A,3,N,Named,5,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1B,1,N,Named,5,,,,,,,,,,,,,0.000,0.000,,,,,
Male,6A,4+,Y,Any,5,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2A,2,N,Named,6,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3A,4+,Y,Any,1,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4A,1,N,Any,3,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3A,4+,Y,Named,7,,,,,,,,,,,,,0.000,0.000,,,,,
Male,5A,2,N,Named,8,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4A,4+,N,Any,13,,,,,,,,,,,,,0.000,0.000,,,,,
Female,6A,2,N,Any,9,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1A,4+,N,Named,9,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3B,4+,Y,Any,6,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2A,4+,N,Named,2,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1B,4+,Y,Named,13,,,,,,,,,,,,,0.000,0.000,,,,,
Male,5A,0,N,Any,8,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4B,4+,N,Any,11,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1A,4+,Y,Named,11,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4B,4+,N,Any,4,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,0,N,Named,8,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3B,4+,Y,Any,9,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,0,N,Any,7,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2B,4+,Y,Named,3,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1B,4+,N,Any,1,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2A,3,N,Any,6,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1B,4+,N,Any,10,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4B,4+,N,Named,10,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2B,2,N,Named,8,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2A,4+,N,Named,14,,,,,,,,,,,,,0.000,0.000,,,,,
Female,6A,4+,N,Named,6,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,4+,Y,Named,7,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4B,4+,Y,Named,0,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2A,0,N,Named,5,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1A,3,N,Named,5,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,3,N,Any,4,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4B,4+,Y,Any,7,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2A,4+,Y,Any,5,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4B,0,N,Any,8,,,,,,,,,,,,,0.000,0.000,,,,,
Female,4B,2,N,Named,6,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2B,4+,Y,Any,9,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4B,4+,N,Named,3,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3B,4+,Y,Named,1,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1B,4+,Y,Named,7,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2B,4+,Y,Any,2,,,,,,,,,,,,,0.000,0.000,,,,,
Female,4B,1,N,Named,7,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3B,4+,Y,Named,15,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,4+,Y,Any,11,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2B,2,N,Named,4,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2B,4+,Y,Any,6,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4A,3,N,Named,9,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1A,0,N,Named,1,,,,,,,,,,,,,0.000,0.000,,,,,
Female,5A,3,N,Named,3,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4B,1,N,Named,5,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2B,4+,N,Any,1,,,,,,,,,,,,,0.000,0.000,,,,,
Female,4A,4+,N,Named,6,,,,,,,,,,,,,0.000,0.000,,,,,
Female,6A,1,N,Any,11,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2B,4+,Y,Named,5,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4B,4+,N,Any,2,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2B,3,N,Any,7,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,4+,N,Any,7,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1B,4+,N,Any,0,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2B,2,N,Any,5,,,,,,,,,,,,,0.000,0.000,,,,,
Female,6A,2,N,Any,5,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2B,1,N,Any,7,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1A,4+,Y,Named,7,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,0,N,Named,6,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2A,1,N,Named,6,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3B,1,N,Named,5,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2B,2,N,Named,3,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1B,1,N,Any,0,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2B,1,N,Named,4,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1A,4+,Y,Named,1,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2A,1,N,Any,7,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3A,4+,N,Named,8,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4A,4+,Y,Named,0,,,,,,,,,,,,,0.000,0.000,,,,,
Male,5A,4+,Y,Named,11,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3B,1,N,Named,11,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4A,2,N,Named,6,,,,,,,,,,,,,0.000,0.000,,,,,
Female,4B,3,N,Named,4,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1B,4+,N,Named,2,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1B,3,N,Named,7,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2B,3,N,Named,5,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2B,1,N,Any,10,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,2,N,Named,9,,,,,,,,,,,,,0.000,0.000,,,,,
Female,5A,4+,Y,Named,0,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2B,4+,Y,Named,11,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,4+,Y,Named,4,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4B,1,N,Any,2,,,,,,,,,,,,,0.000,0.000,,,,,
Male,5A,0,N,Named,5,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1B,4+,Y,Any,5,,,,,,,,,,,,,0.000,0.000,,,,,
Male,5B,2,N,Named,9,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1B,4+,N,Named,10,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3B,4+,Y,Named,11,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1A,4+,N,Named,7,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2A,4+,Y,Any,7,,,,,,,,,,,,,0.000,0.000,,,,,
Male,6A,1,N,Any,3,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4B,3,N,Named,6,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1B,1,N,Named,6,,,,,,,,,,,,,0.000,0.000,,,,,
Female,4A,4+,N,Named,7,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1B,2,N,Named,4,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2B,2,N,Any,4,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1A,2,N,Named,3,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2A,4+,N,Named,8,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3B,4+,N,Named,3,,,,,,,,,,,,,0.000,0.000,,,,,
Male,6A,0,N,Any,4,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2B,4+,Y,Named,3,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1A,4+,Y,Named,10,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,2,N,Any,11,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2A,4+,N,Named,7,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4B,2,N,Named,2,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2A,1,N,Named,2,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2B,1,N,Any,6,,,,,,,,,,,,,0.000,0.000,,,,,
Female,4B,4+,Y,Any,3,,,,,,,,,,,,,0.000,0.000,,,,,
Female,4A,3,N,Named,4,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3B,1,N,Any,0,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1B,2,N,Any,7,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4A,4+,N,Named,0,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,4+,Y,Any,0,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2A,3,N,Any,6,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1A,2,N,Named,3,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3A,4+,N,Named,2,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1A,2,N,Named,9,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,3,N,Named,7,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,3,N,Named,1,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1A,3,N,Any,9,,,,,,,,,,,,,0.000,0.000,,,,,
Male,6A,4+,N,Any,2,,,,,,,,,,,,,0.000,0.000,,,,,
Female,4A,3,N,Named,1,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1A,4+,N,Named,5,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1B,4+,Y,Named,1,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1B,4+,N,Any,3,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1A,2,N,Named,5,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1A,0,N,Any,0,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2A,3,N,Any,4,,,,,,,,,,,,,0.000,0.000,,,,,
Female,6A,3,N,Any,1,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1B,3,N,Named,2,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,2,N,Any,2,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2B,4+,N,Named,3,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2B,4+,Y,Named,8,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1B,4+,N,Named,7,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4B,3,N,Named,3,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1A,0,N,Named,9,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4A,0,N,Named,3,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,3,N,Named,6,,,,,,,,,,,,,0.000,0.000,,,,,
Male,6A,1,N,Any,8,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1B,1,N,Any,10,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1A,4+,Y,Any,2,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1B,4+,Y,Named,11,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,2,N,Any,1,,,,,,,,,,,,,0.000,0.000,,,,,
Male,6A,4+,N,Named,12,,,,,,,,,,,,,0.000,0.000,,,,,
Male,6A,4+,Y,Named,0,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3B,3,N,Named,3,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2B,3,N,Named,6,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2A,4+,Y,Named,10,,,,,,,,,,,,,0.000,0.000,,,,,
Male,5B,2,N,Named,3,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3A,4+,N,Any,6,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1B,3,N,Any,13,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2B,3,N,Named,2,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3B,4+,Y,Any,8,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1B,2,N,Any,9,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,4+,N,Named,6,,,,,,,,,,,,,0.000,0.000,,,,,
Female,6A,0,N,Any,6,,,,,,,,,,,,,0.000,0.000,,,,,
Female,6A,4+,N,Named,6,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1B,4+,N,Named,8,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,4+,N,Named,5,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2A,1,N,Named,5,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1A,0,N,Any,6,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2B,1,N,Any,6,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3B,3,N,Any,4,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2A,3,N,Named,2,,,,,,,,,,,,,0.000,0.000,,,,,
Female,6A,3,N,Any,5,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2B,4+,N,Named,2,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2B,4+,N,Any,0,,,,,,,,,,,,,0.000,0.000,,,,,
Female,6A,4+,N,Any,3,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1A,4+,Y,Any,4,,,,,,,,,,,,,0.000,0.000,,,,,
Male,6A,4+,Y,Named,9,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1A,1,N,Any,6,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2A,1,N,Any,5,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2B,2,N,Any,0,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2B,4+,N,Named,8,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4A,1,N,Any,7,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,4+,N,Named,1,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1A,3,N,Named,7,,,,,,,,,,,,,0.000,0.000,,,,,
Male,6A,4+,Y,Any,0,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1A,4+,N,Named,4,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4A,2,N,Named,9,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1B,4+,N,Any,12,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,0,N,Any,3,,,,,,,,,,,,,0.000,0.000,,,,,
Male,5B,2,N,Any,3,,,,,,,,,,,,,0.000,0.000,,,,,
Female,5A,2,N,Named,8,,,,,,,,,,,,,0.000,0.000,,,,,
Female,5A,4+,N,Named,0,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3B,0,N,Any,1,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4B,0,N,Any,7,,,,,,,,,,,,,0.000,0.000,,,,,
Male,5A,4+,N,Any,6,,,,,,,,,,,,,0.000,0.000,,,,,
Female,4A,3,N,Any,1,,,,,,,,,,,,,0.000,0.000,,,,,
Female,5A,4+,N,Any,13,,,,,,,,,,,,,0.000,0.000,,,,,
Female,5A,4+,N,Named,5,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3B,4+,Y,Any,10,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1B,3,N,Named,4,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3B,4+,N,Named,1,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,4+,Y,Named,2,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,0,N,Named,5,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2B,4+,Y,Any,6,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2B,4+,Y,Any,11,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4B,4+,N,Named,3,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2A,1,N,Any,8,,,,,,,,,,,,,0.000,0.000,,,,,
Female,4B,0,N,Any,0,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2B,4+,N,Any,7,,,,,,,,,,,,,0.000,0.000,,,,,
Female,4B,0,N,Named,2,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3B,2,N,Named,1,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1B,4+,Y,Named,0,,,,,,,,,,,,,0.000,0.000,,,,,
Male,6A,4+,N,Named,6,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2B,1,N,Named,5,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2A,2,N,Named,10,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3B,4+,N,Named,0,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2A,4+,Y,Any,8,,,,,,,,,,,,,0.000,0.000,,,,,
Female,5A,2,N,Named,2,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3A,0,N,Named,3,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2A,4+,N,Named,10,,,,,,,,,,,,,0.000,0.000,,,,,
Male,5B,4+,N,Any,4,,,,,,,,,,,,,0.000,0.000,,,,,
Male,5A,4+,N,Named,1,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2A,4+,Y,Any,9,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1B,3,N,Named,12,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1B,4+,Y,Named,3,,,,,,,,,,,,,0.000,0.000,,,,,
Female,4B,4+,Y,Named,6,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3A,2,N,Named,3,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,4+,Y,Any,6,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1A,4+,Y,Any,8,,,,,,,,,,,,,0.000,0.000,,,,,
Male,6A,4+,Y,Any,10,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3B,4+,N,Named,8,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,4+,Y,Any,8,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2B,Unknown,N,Any,8,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3A,4+,N,Any,4,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,4+,N,Named,7,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3B,4+,Y,Named,9,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3A,4+,N,Any,9,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3B,4+,N,Named,6,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1A,4+,Y,Named,7,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2A,4+,N,Named,2,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1A,0,N,Named,9,,,,,,,,,,,,,0.000,0.000,,,,,
Male,5A,4+,N,Any,6,,,,,,,,,,,,,0.000,0.000,,,,,
Female,5B,0,N,Any,7,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1B,4+,N,Any,4,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3B,2,N,Named,5,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4A,2,N,Any,4,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1A,2,N,Named,6,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,3,N,Named,8,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4B,4+,N,Named,12,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3A,2,N,Any,3,,,,,,,,,,,,,0.000,0.000,,,,,
Female,6A,1,N,Named,6,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1B,4+,N,Named,7,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,2,N,Named,8,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3B,4+,Y,Any,8,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2B,4+,N,Any,7,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3B,4+,N,Any,3,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3A,0,N,Named,5,,,,,,,,,,,,,0.000,0.000,,,,,
Male,5B,4+,Y,Named,5,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2B,3,N,Any,5,,,,,,,,,,,,,0.000,0.000,,,,,
Female,6A,3,N,Any,3,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4B,1,N,Named,9,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1B,2,N,Named,3,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2B,2,N,Named,2,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1A,4+,N,Named,9,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1B,4+,Y,Any,3,,,,,,,,,,,,,0.000,0.000,,,,,
Male,6A,4+,Y,Named,4,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2A,4+,Y,Any,0,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4B,0,N,Named,0,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2A,1,N,Named,10,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3B,4+,N,Named,6,,,,,,,,,,,,,0.000,0.000,,,,,
Female,5B,4+,Y,Named,10,,,,,,,,,,,,,0.000,0.000,,,,,
Female,6A,2,N,Named,2,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1B,4+,Y,Any,7,,,,,,,,,,,,,0.000,0.000,,,,,
Male,5B,3,N,Named,7,,,,,,,,,,,,,0.000,0.000,,,,,
Female,4B,2,N,Named,7,,,,,,,,,,,,,0.000,0.000,,,,,
Female,4B,1,N,Named,11,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4B,0,N,Named,0,,,,,,,,,,,,,0.000,0.000,,,,,
Female,4B,4+,Y,Any,3,,,,,,,,,,,,,0.000,0.000,,,,,
Male,6A,3,N,Any,7,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1A,4+,Y,Named,9,,,,,,,,,,,,,0.000,0.000,,,,,
Female,2A,3,N,Any,12,,,,,,,,,,,,,0.000,0.000,,,,,
Female,6A,0,N,Named,1,,,,,,,,,,,,,0.000,0.000,,,,,
Male,6A,0,N,Any,9,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3B,4+,N,Named,13,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2B,4+,Y,Any,0,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2B,0,N,Any,15,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2B,3,N,Any,3,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1B,4+,Y,Named,1,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1A,2,N,Named,2,,,,,,,,,,,,,0.000,0.000,,,,,
Male,5B,4+,N,Any,5,,,,,,,,,,,,,0.000,0.000,,,,,
Female,6A,2,N,Named,4,,,,,,,,,,,,,0.000,0.000,,,,,
Male,5A,2,N,Named,0,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3B,0,N,Any,6,,,,,,,,,,,,,0.000,0.000,,,,,
Female,5A,2,N,Named,10,,,,,,,,,,,,,0.000,0.000,,,,,
Female,5B,1,N,Named,7,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1A,4+,Y,Any,8,,,,,,,,,,,,,0.000,0.000,,,,,
Male,1A,4+,N,Named,8,,,,,,,,,,,,,0.000,0.000,,,,,
Female,6A,1,N,Named,10,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1B,3,N,Any,7,,,,,,,,,,,,,0.000,0.000,,,,,
Male,4A,2,N,Any,3,,,,,,,,,,,,,0.000,0.000,,,,,
Female,4B,0,N,Any,7,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2A,4+,N,Any,3,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2A,4+,N,Any,2,,,,,,,,,,,,,0.000,0.000,,,,,
Female,6A,4+,N,Any,7,,,,,,,,,,,,,0.000,0.000,,,,,
Female,3B,4+,Y,Any,15,,,,,,,,,,,,,0.000,0.000,,,,,
Male,3A,4+,Y,Any,15,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2B,3,N,Any,6,,,,,,,,,,,,,0.000,0.000,,,,,
Male,6A,4+,N,Any,7,,,,,,,,,,,,,0.000,0.000,,,,,
Male,6A,4+,N,Named,1,,,,,,,,,,,,,0.000,0.000,,,,,
Male,2A,2,N,Any,13,,,,,,,,,,,,,0.000,0.000,,,,,
Female,1B,1,N,Any,6,,,,,,,,,,,,,0.000,0.000,,,,,
