Policy,Sample,Gender,RatingArea,NCD,ProtectedNCD,DrivingRestriction,VehicleAge,LossYear,Exposures,DevelopedLoss,PurePrem
51542,TRAIN,Female,4A,0,N,Named,2,2014,0.25,0,0
51543,TRAIN,Male,1A,3,N,Named,6,2013,0.25,0,0
51544,TRAIN,Female,4B,1,N,Any,1,2013,0.25,0,0
51545,TRAIN,Female,1B,1,N,Named,3,2013,0.25,0,0
51546,TRAIN,Male,6A,4+,Y,Any,11,2014,0.25,0,0
51547,TRAIN,Female,3B,2,N,Named,5,2013,0.25,0,0
51548,TRAIN,Female,2A,4+,Y,Any,4,2013,0.25,0,0
51549,TRAIN,Male,4A,4+,N,Named,7,2014,0.25,0,0
51550,TRAIN,Male,6A,0,N,Any,2,2013,0.25,0,0
51551,TRAIN,Male,2B,4+,Y,Any,7,2013,0.25,0,0
51553,TRAIN,Female,6A,1,N,Any,7,2014,0.25,0,0
51554,TRAIN,Male,6A,4+,N,Any,9,2014,0.25,0,0
51555,TRAIN,Female,2A,4+,N,Named,3,2014,0.25,0,0
51556,TRAIN,Female,2A,2,N,Any,6,2013,0.25,0,0
51557,TRAIN,Female,4A,2,N,Any,1,2013,0.25,0,0
51558,TRAIN,Male,5A,3,N,Named,1,2013,0.25,0,0
51559,TRAIN,Male,2B,0,N,Any,13,2013,0.25,0,0
51560,TRAIN,Female,2B,1,N,Any,4,2014,0.25,0,0
51561,TRAIN,Female,5B,4+,N,Named,1,2014,0.25,0,0
51562,TRAIN,Female,6A,4+,N,Named,3,2014,0.25,0,0
51563,TRAIN,Male,6A,4+,Y,Named,1,2013,0.25,0,0
51565,TRAIN,Female,3B,4+,Y,Named,5,2014,0.25,0,0
51567,TRAIN,Female,5A,4+,Y,Any,8,2013,0.25,0,0
51569,TRAIN,Female,6A,1,N,Named,4,2013,0.25,0,0
51570,TRAIN,Female,2B,4+,Y,Any,8,2014,0.25,0,0
51571,TRAIN,Female,1A,0,N,Named,3,2013,0.25,0,0
51573,TRAIN,Male,5A,3,N,Named,3,2014,0.25,0,0
51574,TRAIN,Female,1B,3,N,Named,3,2014,0.25,0,0
51575,TRAIN,Male,3B,4+,Y,Any,5,2013,0.25,0,0
51576,TRAIN,Male,2A,4+,Y,Any,0,2013,0.25,0,0
51578,TRAIN,Male,1A,3,N,Named,2,2014,0.25,0,0
51579,TRAIN,Female,2A,4+,N,Named,1,2014,0.25,0,0
51580,TRAIN,Female,3A,3,N,Any,7,2014,0.25,0,0
51581,TRAIN,Female,4A,4+,N,Named,5,2013,0.25,0,0
51582,TRAIN,Male,2B,3,N,Any,12,2013,0.25,0,0
51583,TRAIN,Female,1A,4+,N,Named,2,2014,0.25,0,0
51584,TRAIN,Male,1A,1,N,Named,4,2013,0.25,0,0
51586,TRAIN,Female,3B,1,N,Named,0,2014,0.25,0,0
51587,TRAIN,Female,4B,2,N,Any,11,2014,0.25,0,0
51588,TRAIN,Female,5B,1,N,Any,8,2013,0.25,0,0
51590,TRAIN,Female,2B,4+,Y,Any,8,2013,0.25,0,0
51591,TRAIN,Female,3B,2,N,Named,3,2014,0.25,0,0
51592,TRAIN,Female,1B,4+,N,Named,7,2013,0.25,0,0
51594,TRAIN,Female,1A,4+,Y,Named,6,2014,0.25,0,0
51595,TRAIN,Female,2A,1,N,Any,5,2013,0.25,0,0
51596,TRAIN,Male,1A,4+,Y,Named,0,2014,0.25,0,0
51597,TRAIN,Female,4A,2,N,Named,4,2013,0.25,0,0
51598,TRAIN,Female,3A,4+,Y,Any,6,2013,0.25,0,0
51599,TRAIN,Female,1A,2,N,Named,1,2013,0.25,0,0
51600,TRAIN,Male,3B,1,N,Named,5,2014,0.25,0,0
51601,TRAIN,Female,3B,2,N,Any,8,2013,0.25,0,0
51603,TRAIN,Female,2B,2,N,Named,0,2013,0.25,0,0
51605,TRAIN,Female,5B,4+,N,Any,4,2014,0.25,0,0
51606,TRAIN,Male,2B,4+,Y,Named,7,2013,0.25,0,0
51608,TRAIN,Female,2B,2,N,Any,4,2013,0.25,0,0
51609,TRAIN,Male,5A,2,N,Named,2,2014,0.25,0,0
51610,TRAIN,Male,3A,4+,N,Any,2,2013,0.25,0,0
51611,TRAIN,Male,2A,2,N,Named,3,2013,0.25,0,0
51612,TRAIN,Female,1B,4+,Y,Any,5,2014,0.25,0,0
51613,TRAIN,Male,4B,4+,Y,Named,12,2013,0.25,0,0
51614,TRAIN,Male,1A,3,N,Any,4,2013,0.25,0,0
51616,TRAIN,Female,3A,4+,Y,Any,4,2013,0.25,0,0
51617,TRAIN,Female,2A,3,N,Named,11,2013,0.25,0,0
51618,TRAIN,Male,4A,4+,N,Named,6,2014,0.25,0,0
51619,TRAIN,Female,4A,2,N,Named,10,2014,0.25,0,0
51621,TRAIN,Male,5A,3,N,Any,8,2013,0.25,0,0
51622,TRAIN,Female,1A,4+,Y,Any,6,2013,0.25,0,0
51623,TRAIN,Male,1A,4+,Y,Any,5,2014,0.25,0,0
51624,TRAIN,Female,4A,2,N,Named,2,2014,0.25,0,0
51625,TRAIN,Female,3A,4+,N,Any,6,2013,0.25,0,0
51626,TRAIN,Male,1A,4+,N,Any,5,2013,0.25,0,0
51627,TRAIN,Female,1A,4+,Y,Named,4,2013,0.25,0,0
51629,TRAIN,Female,3B,4+,Y,Any,8,2014,0.25,0,0
51630,TRAIN,Female,6A,4+,N,Any,9,2013,0.25,0,0
51631,TRAIN,Female,2A,0,N,Named,4,2013,0.25,0,0
51632,TRAIN,Male,2A,4+,Y,Any,6,2013,0.25,0,0
51633,TRAIN,Female,2B,4+,N,Named,13,2014,0.25,0,0
51634,TRAIN,Male,4A,2,N,Named,4,2014,0.25,0,0
51635,TRAIN,Female,3B,3,N,Any,5,2014,0.25,0,0
51636,TRAIN,Male,1B,0,N,Any,6,2013,0.25,0,0
51637,TRAIN,Female,3B,1,N,Any,8,2014,0.25,0,0
51638,TRAIN,Male,5A,4+,N,Any,4,2013,0.25,0,0
51639,TRAIN,Male,6A,4+,N,Named,6,2013,0.25,0,0
51640,TRAIN,Male,3B,1,N,Named,5,2013,0.25,0,0
51641,TRAIN,Female,6A,4+,N,Any,4,2013,0.25,0,0
51642,TRAIN,Male,3A,4+,N,Named,3,2014,0.25,0,0
51643,TRAIN,Male,5B,4+,N,Named,11,2014,0.25,0,0
51644,TRAIN,Male,2A,3,N,Any,10,2013,0.25,0,0
51645,TRAIN,Male,6A,1,N,Any,7,2014,0.25,0,0
51646,TRAIN,Male,3B,3,N,Named,2,2014,0.25,0,0
51647,TRAIN,Female,2B,4+,Y,Any,10,2014,0.25,0,0
51648,TRAIN,Male,1A,3,N,Any,9,2014,0.25,0,0
51649,TRAIN,Female,1A,4+,Y,Any,3,2013,0.25,0,0
51650,TRAIN,Male,2B,1,N,Named,6,2014,0.25,0,0
51652,TRAIN,Female,1B,1,N,Named,3,2014,0.25,0,0
51653,TRAIN,Female,2A,3,N,Named,7,2013,0.25,0,0
51654,TRAIN,Male,2B,4+,Y,Any,13,2013,0.25,0,0
51655,TRAIN,Male,2B,2,N,Named,0,2013,0.25,0,0
51656,TRAIN,Female,2B,4+,N,Any,10,2014,0.25,0,0
51657,TRAIN,Male,1B,4+,N,Any,4,2014,0.25,0,0
51658,TRAIN,Female,1A,0,N,Named,3,2013,0.25,0,0
51659,TRAIN,Female,3A,4+,Y,Named,6,2013,0.25,0,0
51661,TRAIN,Male,4A,1,N,Any,7,2013,0.25,0,0
51663,TRAIN,Female,3B,1,N,Named,7,2013,0.25,0,0
51664,TRAIN,Female,6A,0,N,Any,6,2014,0.25,0,0
51665,TRAIN,Female,6A,4+,Y,Any,6,2014,0.25,0,0
51666,TRAIN,Male,2A,0,N,Named,0,2013,0.25,0,0
51667,TRAIN,Male,4A,1,N,Named,2,2014,0.25,0,0
51668,TRAIN,Female,1B,3,N,Named,7,2013,0.25,0,0
51670,TRAIN,Male,3B,0,N,Named,3,2013,0.25,0,0
51671,TRAIN,Female,4B,4+,Y,Any,6,2013,0.25,0,0
51672,TRAIN,Female,2B,0,N,Any,4,2014,0.25,0,0
51673,TRAIN,Male,1B,4+,N,Any,10,2013,0.25,0,0
51674,TRAIN,Female,4B,0,N,Named,1,2014,0.25,0,0
51675,TRAIN,Female,1B,1,N,Named,1,2013,0.25,0,0
51677,TRAIN,Male,4A,4+,N,Named,0,2014,0.25,0,0
51678,TRAIN,Female,3A,4+,Y,Named,7,2013,0.25,0,0
51679,TRAIN,Male,1B,0,N,Any,12,2013,0.25,0,0
51680,TRAIN,Female,1A,4+,Y,Any,9,2013,0.25,0,0
51681,TRAIN,Male,2A,0,N,Named,1,2014,0.25,0,0
51682,TRAIN,Female,1B,4+,Y,Any,3,2014,0.25,0,0
51683,TRAIN,Male,6A,1,N,Any,7,2013,0.25,0,0
51684,TRAIN,Female,2A,3,N,Named,1,2014,0.25,0,0
51686,TRAIN,Male,6A,4+,Y,Any,11,2013,0.25,0,0
51687,TRAIN,Male,2A,2,N,Any,8,2014,0.25,0,0
51688,TRAIN,Male,4B,4+,Y,Named,0,2014,0.25,0,0
51689,TRAIN,Female,4B,4+,Y,Named,0,2013,0.25,0,0
51690,TRAIN,Male,1A,1,N,Named,7,2013,0.25,0,0
51692,TRAIN,Female,1A,3,N,Named,4,2013,0.25,0,0
51693,TRAIN,Female,2B,4+,N,Any,12,2013,0.25,0,0
51695,TRAIN,Male,2B,4+,N,Named,9,2014,0.25,0,0
51696,TRAIN,Female,1B,1,N,Any,8,2014,0.25,0,0
51698,TRAIN,Male,3A,0,N,Any,7,2013,0.25,0,0
51699,TRAIN,Male,6A,4+,N,Any,3,2014,0.25,0,0
51700,TRAIN,Female,6A,2,N,Named,7,2014,0.25,0,0
51702,TRAIN,Female,5B,2,N,Named,13,2014,0.25,0,0
51703,TRAIN,Female,3A,1,N,Named,4,2014,0.25,0,0
51704,TRAIN,Female,2B,0,N,Named,3,2013,0.25,0,0
51705,TRAIN,Female,1B,3,N,Named,12,2014,0.25,0,0
51706,TRAIN,Male,5A,4+,N,Named,1,2013,0.25,0,0
51707,TRAIN,Female,2A,4+,N,Named,0,2014,0.25,0,0
51708,TRAIN,Male,2B,3,N,Named,10,2014,0.25,0,0
51709,TRAIN,Female,3A,2,N,Named,3,2014,0.25,0,0
51710,TRAIN,Female,6A,1,N,Named,8,2013,0.25,0,0
51711,TRAIN,Male,5A,4+,Y,Any,12,2014,0.25,0,0
51712,TRAIN,Female,2A,1,N,Named,5,2014,0.25,0,0
51713,TRAIN,Female,2A,2,N,Named,6,2014,0.25,0,0
51714,TRAIN,Male,2A,4+,Y,Any,5,2014,0.25,0,0
51715,TRAIN,Male,1A,2,N,Named,4,2013,0.25,0,0
51716,TRAIN,Female,4A,1,N,Any,5,2013,0.25,0,0
51717,TRAIN,Female,1B,4+,Y,Any,6,2013,0.25,0,0
51718,TRAIN,Female,3A,1,N,Any,6,2013,0.25,0,0
51719,TRAIN,Female,2A,1,N,Any,9,2013,0.25,0,0
51720,TRAIN,Female,2A,4+,N,Any,2,2013,0.25,0,0
51721,TRAIN,Male,3B,2,N,Named,1,2014,0.25,0,0
51722,TRAIN,Female,1B,3,N,Any,6,2014,0.25,0,0
51723,TRAIN,Female,4B,4+,N,Named,7,2014,0.25,0,0
51725,TRAIN,Male,5A,4+,N,Named,4,2013,0.25,0,0
51726,TRAIN,Male,5A,4+,N,Any,3,2014,0.25,0,0
51727,TRAIN,Male,4B,4+,N,Any,3,2013,0.25,0,0
51728,TRAIN,Male,1B,4+,Y,Any,7,2014,0.25,0,0
51729,TRAIN,Male,2B,4+,Y,Any,6,2014,0.25,0,0
51730,TRAIN,Female,2A,3,N,Named,4,2014,0.25,0,0
51732,TRAIN,Male,2B,4+,N,Any,5,2014,0.25,0,0
51733,TRAIN,Female,5B,2,N,Named,2,2013,0.25,0,0
51734,TRAIN,Male,3A,1,N,Named,7,2013,0.25,0,0
51737,TRAIN,Female,5B,4+,Y,Named,4,2014,0.25,0,0
51739,TRAIN,Male,6A,4+,N,Named,10,2014,0.25,0,0
51740,TRAIN,Female,5A,3,N,Named,4,2013,0.25,0,0
51741,TRAIN,Male,1A,4+,Y,Named,11,2014,0.25,0,0
51742,TRAIN,Male,2B,1,N,Any,15,2013,0.25,0,0
51743,TRAIN,Male,4A,4+,N,Named,8,2013,0.25,0,0
51744,TRAIN,Male,4A,4+,N,Any,8,2014,0.25,0,0
51746,TRAIN,Female,4A,4+,N,Any,2,2014,0.25,0,0
51748,TRAIN,Male,3A,4+,Y,Named,3,2013,0.25,0,0
51750,TRAIN,Male,2A,4+,N,Named,3,2014,0.25,0,0
51753,TRAIN,Female,3A,4+,N,Any,2,2014,0.25,0,0
51754,TRAIN,Female,4A,3,N,Named,0,2013,0.25,0,0
51756,TRAIN,Female,5A,2,N,Any,9,2014,0.25,0,0
51758,TRAIN,Male,3B,1,N,Any,11,2014,0.25,0,0
51759,TRAIN,Female,3B,3,N,Named,3,2013,0.25,0,0
51760,TRAIN,Female,6A,0,N,Named,6,2013,0.25,0,0
51763,TRAIN,Male,5B,4+,Y,Named,9,2014,0.25,0,0
51765,TRAIN,Female,2B,0,N,Named,2,2014,0.25,0,0
51767,TRAIN,Male,3A,1,N,Named,4,2013,0.25,0,0
51768,TRAIN,Male,4A,4+,N,Named,9,2013,0.25,0,0
51769,TRAIN,Male,5B,4+,Y,Named,2,2013,0.25,0,0
51770,TRAIN,Male,3A,4+,Y,Named,6,2013,0.25,0,0
51771,TRAIN,Male,6A,4+,N,Any,7,2013,0.25,0,0
51772,TRAIN,Male,5B,2,N,Any,6,2013,0.25,0,0
51773,TRAIN,Female,1A,4+,N,Named,15,2013,0.25,0,0
51774,TRAIN,Male,3A,4+,N,Named,5,2013,0.25,0,0
51775,TRAIN,Male,3B,0,N,Any,6,2013,0.25,0,0
51776,TRAIN,Male,1A,2,N,Named,1,2013,0.25,0,0
51777,TRAIN,Male,4A,4+,Y,Named,1,2014,0.25,0,0
51778,TRAIN,Male,4B,1,N,Any,6,2014,0.25,0,0
51780,TRAIN,Male,5A,2,N,Named,3,2014,0.25,0,0
51781,TRAIN,Female,5A,2,N,Any,4,2013,0.25,0,0
51782,TRAIN,Female,5B,3,N,Named,8,2014,0.25,0,0
51783,TRAIN,Female,3A,4+,N,Named,7,2014,0.25,0,0
51784,TRAIN,Female,5A,1,N,Named,0,2014,0.25,0,0
51785,TRAIN,Female,1B,3,N,Any,9,2013,0.25,0,0
51788,TRAIN,Female,1A,0,N,Named,0,2014,0.25,0,0
51789,TRAIN,Male,4B,4+,Y,Any,8,2014,0.25,0,0
51790,TRAIN,Female,1A,4+,N,Any,3,2013,0.25,0,0
51792,TRAIN,Male,4B,0,N,Named,7,2014,0.25,0,0
51794,TRAIN,Female,1B,1,N,Named,4,2013,0.25,0,0
51796,TRAIN,Female,4A,0,N,Any,7,2014,0.25,0,0
51797,TRAIN,Male,6A,0,N,Any,15,2013,0.25,0,0
51798,TRAIN,Female,6A,1,N,Any,4,2013,0.25,0,0
51801,TRAIN,Female,5B,2,N,Named,1,2014,0.25,0,0
51803,TRAIN,Male,2B,0,N,Any,8,2013,0.25,0,0
51804,TRAIN,Male,6A,0,N,Any,4,2013,0.25,0,0
51805,TRAIN,Female,2B,4+,Y,Any,8,2013,0.25,0,0
51806,TRAIN,Male,1A,2,N,Named,15,2013,0.25,0,0
51807,TRAIN,Male,6A,2,N,Named,9,2014,0.25,0,0
51808,TRAIN,Male,3B,3,N,Named,0,2014,0.25,0,0
51809,TRAIN,Male,5A,1,N,Named,3,2014,0.25,0,0
51810,TRAIN,Male,5B,4+,N,Any,3,2014,0.25,0,0
51811,TRAIN,Male,2A,4+,N,Named,12,2014,0.25,0,0
51812,TRAIN,Female,3B,3,N,Any,6,2014,0.25,0,0
51813,TRAIN,Female,6A,2,N,Named,15,2014,0.25,0,0
51814,TRAIN,Male,2B,4+,N,Named,7,2013,0.25,0,0
51817,TRAIN,Female,2A,4+,N,Any,1,2013,0.25,0,0
51818,TRAIN,Female,3B,0,N,Any,7,2014,0.25,0,0
51819,TRAIN,Female,4B,2,N,Any,1,2014,0.25,0,0
51822,TRAIN,Male,3A,3,N,Any,1,2014,0.25,0,0
51823,TRAIN,Female,1B,4+,N,Named,1,2013,0.25,0,0
51824,TRAIN,Female,3A,3,N,Named,2,2014,0.25,0,0
51825,TRAIN,Female,2A,4+,N,Any,0,2013,0.25,0,0
51826,TRAIN,Male,4A,2,N,Named,0,2014,0.25,0,0
51827,TRAIN,Female,2A,4+,Y,Named,2,2014,0.25,0,0
51828,TRAIN,Female,3A,4+,Y,Any,6,2013,0.25,0,0
51829,TRAIN,Male,3A,1,N,Named,2,2014,0.25,0,0
51830,TRAIN,Male,2B,4+,N,Named,13,2013,0.25,0,0
51832,TRAIN,Female,1A,2,N,Named,10,2014,0.25,0,0
51833,TRAIN,Male,5A,3,N,Named,5,2013,0.25,0,0
51834,TRAIN,Male,5B,4+,Y,Any,8,2014,0.25,0,0
51836,TRAIN,Male,6A,1,N,Named,1,2013,0.25,0,0
51837,TRAIN,Male,1B,3,N,Any,1,2014,0.25,0,0
51839,TRAIN,Male,4A,2,N,Any,0,2014,0.25,0,0
51840,TRAIN,Female,6A,0,N,Any,3,2014,0.25,0,0
51841,TRAIN,Male,1A,4+,N,Named,1,2013,0.25,0,0
51842,TRAIN,Female,4B,2,N,Any,3,2014,0.25,0,0
51843,TRAIN,Female,2A,4+,Y,Any,3,2013,0.25,0,0
51844,TRAIN,Male,2B,4+,Y,Any,4,2014,0.25,0,0
51845,TRAIN,Female,1A,4+,Y,Named,11,2013,0.25,0,0
51847,TRAIN,Female,5B,2,N,Named,0,2013,0.25,0,0
51848,TRAIN,Male,4B,1,N,Any,7,2014,0.25,0,0
51849,TRAIN,Male,2B,0,N,Any,8,2013,0.25,0,0
51850,TRAIN,Male,6A,4+,N,Any,3,2014,0.25,0,0
51851,TRAIN,Male,2B,4+,Y,Any,5,2013,0.25,0,0
51853,TRAIN,Female,4A,4+,Y,Any,12,2013,0.25,0,0
51854,TRAIN,Female,1A,4+,N,Named,13,2014,0.25,0,0
51856,TRAIN,Female,1A,1,N,Named,10,2014,0.25,0,0
51857,TRAIN,Male,4A,3,N,Any,3,2014,0.25,0,0
51858,TRAIN,Female,2B,0,N,Any,6,2014,0.25,0,0
51859,TRAIN,Female,3A,4+,Y,Any,10,2013,0.25,0,0
51860,TRAIN,Female,2B,4+,N,Named,8,2013,0.25,0,0
51861,TRAIN,Male,1A,1,N,Any,4,2014,0.25,0,0
51863,TRAIN,Female,1B,3,N,Named,0,2014,0.25,0,0
51864,TRAIN,Female,1A,3,N,Named,1,2014,0.25,0,0
51865,TRAIN,Male,4B,3,N,Named,6,2014,0.25,0,0
51866,TRAIN,Male,2A,3,N,Named,2,2014,0.25,0,0
51867,TRAIN,Male,6A,4+,N,Any,5,2014,0.25,0,0
51868,TRAIN,Male,1A,4+,N,Named,2,2013,0.25,0,0
51870,TRAIN,Female,6A,0,N,Named,8,2014,0.25,0,0
51871,TRAIN,Male,2B,2,N,Named,3,2014,0.25,0,0
51873,TRAIN,Male,4B,4+,N,Named,7,2013,0.25,0,0
51874,TRAIN,Female,6A,0,N,Any,9,2013,0.25,0,0
51875,TRAIN,Female,3B,4+,N,Named,7,2014,0.25,0,0
51877,TRAIN,Male,2A,2,N,Any,7,2014,0.25,0,0
51878,TRAIN,Male,2B,4+,Y,Any,14,2014,0.25,0,0
51879,TRAIN,Male,4B,3,N,Named,7,2014,0.25,0,0
51880,TRAIN,Male,3A,2,N,Any,5,2013,0.25,0,0
51881,TRAIN,Male,2A,4+,N,Named,0,2014,0.25,0,0
51883,TRAIN,Female,2A,4+,N,Any,2,2014,0.25,0,0
51884,TRAIN,Male,1B,0,N,Named,1,2013,0.25,0,0
51885,TRAIN,Male,2A,4+,N,Named,3,2013,0.25,0,0
51887,TRAIN,Male,5B,0,N,Any,10,2013,0.25,0,0
51888,TRAIN,Female,2B,2,N,Named,2,2014,0.25,0,0
51889,TRAIN,Male,4A,4+,Y,Any,7,2013,0.25,0,0
51890,TRAIN,Male,4A,1,N,Named,2,2014,0.25,0,0
51892,TRAIN,Male,2B,4+,Y,Any,5,2014,0.25,0,0
51894,TRAIN,Female,5A,4+,N,Named,9,2014,0.25,0,0
51895,TRAIN,Female,1B,4+,N,Any,3,2014,0.25,0,0
51896,TRAIN,Female,2B,0,N,Named,0,2014,0.25,0,0
51897,TRAIN,Male,4B,2,N,Any,6,2013,0.25,0,0
51899,TRAIN,Male,3A,4+,N,Any,0,2014,0.25,0,0
51900,TRAIN,Female,4B,3,N,Any,7,2013,0.25,0,0
51901,TRAIN,Male,1B,1,N,Named,4,2013,0.25,0,0
51902,TRAIN,Female,5B,2,N,Any,3,2013,0.25,0,0
51903,TRAIN,Male,3B,1,N,Named,8,2014,0.25,0,0
51905,TRAIN,Female,3B,4+,N,Any,0,2014,0.25,0,0
51906,TRAIN,Female,6A,2,N,Named,1,2014,0.25,0,0
51907,TRAIN,Male,2B,3,N,Named,2,2014,0.25,0,0
51908,TRAIN,Male,5B,2,N,Named,5,2014,0.25,0,0
51909,TRAIN,Female,3B,4+,N,Any,3,2013,0.25,0,0
51911,TRAIN,Male,2A,4+,Y,Named,9,2014,0.25,0,0
51912,TRAIN,Female,6A,2,N,Named,1,2013,0.25,0,0
51914,TRAIN,Male,4A,4+,Y,Any,3,2014,0.25,0,0
51915,TRAIN,Male,5A,1,N,Named,4,2013,0.25,0,0
51916,TRAIN,Female,1B,4+,Y,Named,3,2013,0.25,0,0
51917,TRAIN,Female,3A,4+,Y,Named,5,2014,0.25,0,0
51918,TRAIN,Female,4B,2,N,Any,0,2013,0.25,0,0
51920,TRAIN,Female,1B,0,N,Named,7,2014,0.25,0,0
51921,TRAIN,Female,1B,4+,N,Any,2,2014,0.25,0,0
51922,TRAIN,Female,3B,4+,N,Named,8,2014,0.25,0,0
51923,TRAIN,Male,1A,4+,N,Named,2,2013,0.25,0,0
51924,TRAIN,Male,5A,4+,N,Any,8,2014,0.25,0,0
51925,TRAIN,Female,2A,0,N,Any,3,2013,0.25,0,0
51926,TRAIN,Male,4A,2,N,Named,4,2014,0.25,0,0
51927,TRAIN,Female,1A,4+,N,Named,1,2014,0.25,0,0
51928,TRAIN,Male,3A,0,N,Named,1,2013,0.25,0,0
51929,TRAIN,Female,4B,0,N,Any,9,2013,0.25,0,0
51930,TRAIN,Female,2A,2,N,Named,5,2013,0.25,0,0
51931,TRAIN,Male,5A,2,N,Named,2,2014,0.25,0,0
51932,TRAIN,Male,1B,4+,N,Any,9,2013,0.25,0,0
51933,TRAIN,Male,2B,4+,N,Named,3,2013,0.25,0,0
51934,TRAIN,Male,4B,4+,N,Named,8,2013,0.25,0,0
51935,TRAIN,Male,4A,3,N,Named,5,2014,0.25,0,0
51936,TRAIN,Female,3B,0,N,Named,7,2013,0.25,0,0
51937,TRAIN,Male,3B,0,N,Any,4,2013,0.25,0,0
51938,TRAIN,Female,3B,1,N,Named,4,2013,0.25,0,0
51939,TRAIN,Female,5B,0,N,Named,2,2013,0.25,0,0
51942,TRAIN,Female,2A,1,N,Any,13,2014,0.25,0,0
51943,TRAIN,Male,4A,4+,N,Any,3,2013,0.25,0,0
51944,TRAIN,Male,5B,4+,Y,Named,8,2013,0.25,0,0
51947,TRAIN,Female,1A,4+,Y,Named,9,2014,0.25,0,0
51948,TRAIN,Male,1A,3,N,Named,0,2013,0.25,0,0
51949,TRAIN,Female,1A,1,N,Any,0,2014,0.25,0,0
51950,TRAIN,Female,1B,2,N,Any,9,2013,0.25,0,0
51951,TRAIN,Male,6A,0,N,Any,8,2013,0.25,0,0
51952,TRAIN,Male,4B,4+,Y,Named,4,2013,0.25,0,0
51953,TRAIN,Male,2A,4+,Y,Any,2,2014,0.25,0,0
51954,TRAIN,Male,6A,4+,N,Named,9,2013,0.25,0,0
51955,TRAIN,Female,4B,4+,N,Named,7,2013,0.25,0,0
51956,TRAIN,Male,5B,4+,Y,Named,5,2013,0.25,0,0
51957,TRAIN,Female,1A,4+,Y,Named,1,2014,0.25,0,0
51958,TRAIN,Male,3B,2,N,Named,11,2013,0.25,0,0
51960,TRAIN,Female,3A,4+,Y,Named,6,2014,0.25,0,0
51961,TRAIN,Female,3A,3,N,Named,4,2014,0.25,0,0
51963,TRAIN,Female,4B,2,N,Named,5,2014,0.25,0,0
51964,TRAIN,Female,2A,1,N,Any,9,2013,0.25,0,0
51965,TRAIN,Female,2B,4+,Y,Named,15,2014,0.25,0,0
51966,TRAIN,Male,3B,0,N,Named,1,2014,0.25,0,0
51967,TRAIN,Female,4A,2,N,Any,3,2014,0.25,0,0
51968,TRAIN,Female,1B,2,N,Named,10,2013,0.25,0,0
51969,TRAIN,Male,2B,2,N,Any,7,2014,0.25,0,0
51970,TRAIN,Female,4B,4+,Y,Named,7,2013,0.25,0,0
51971,TRAIN,Male,1B,2,N,Any,6,2013,0.25,0,0
51973,TRAIN,Female,1A,4+,N,Named,5,2013,0.25,0,0
51974,TRAIN,Female,4A,2,N,Named,9,2014,0.25,0,0
51976,TRAIN,Female,4A,3,N,Any,13,2014,0.25,0,0
51977,TRAIN,Female,4B,4+,N,Named,11,2014,0.25,0,0
51979,TRAIN,Male,2B,3,N,Any,6,2014,0.25,0,0
51980,TRAIN,Male,3A,4+,N,Named,1,2013,0.25,0,0
51981,TRAIN,Male,3A,2,N,Any,1,2014,0.25,0,0
51982,TRAIN,Female,3B,2,N,Named,0,2014,0.25,0,0
51983,TRAIN,Male,3B,1,N,Named,3,2013,0.25,0,0
51984,TRAIN,Male,4A,2,N,Any,7,2014,0.25,0,0
51985,TRAIN,Male,5B,1,N,Named,3,2014,0.25,0,0
51987,TRAIN,Male,3B,4+,N,Named,0,2014,0.25,0,0
51988,TRAIN,Female,6A,4+,Y,Any,1,2014,0.25,0,0
51989,TRAIN,Male,3B,4+,N,Named,7,2013,0.25,0,0
51990,TRAIN,Male,2B,3,N,Any,5,2014,0.25,0,0
51991,TRAIN,Male,6A,0,N,Any,15,2013,0.25,0,0
51992,TRAIN,Male,2A,2,N,Any,6,2014,0.25,0,0
51993,TRAIN,Female,4A,3,N,Named,5,2013,0.25,0,0
51994,TRAIN,Female,1B,3,N,Named,8,2014,0.25,0,0
51995,TRAIN,Female,2B,1,N,Named,15,2013,0.25,0,0
51996,TRAIN,Male,1B,4+,N,Named,4,2013,0.25,0,0
51997,TRAIN,Male,1B,4+,Y,Named,7,2013,0.25,0,0
51998,TRAIN,Female,2B,0,N,Any,8,2014,0.25,0,0
51999,TRAIN,Female,2A,2,N,Any,8,2014,0.25,0,0
52001,TRAIN,Male,4B,4+,N,Named,0,2014,0.25,0,0
52002,TRAIN,Male,2B,4+,N,Any,2,2014,0.25,0,0
52004,TRAIN,Male,2B,4+,Y,Named,9,2013,0.25,0,0
52005,TRAIN,Male,6A,4+,N,Named,10,2014,0.25,0,0
52006,TRAIN,Male,3B,1,N,Named,3,2013,0.25,0,0
52007,TRAIN,Male,2B,2,N,Any,5,2013,0.25,0,0
52008,TRAIN,Female,2B,4+,N,Any,2,2014,0.25,0,0
52009,TRAIN,Female,3A,3,N,Named,3,2013,0.25,0,0
52010,TRAIN,Female,4A,1,N,Any,5,2014,0.25,0,0
52011,TRAIN,Female,2B,2,N,Any,13,2014,0.25,0,0
52012,TRAIN,Male,4B,4+,N,Named,5,2014,0.25,0,0
52013,TRAIN,Female,1B,1,N,Named,6,2014,0.25,0,0
52015,TRAIN,Male,2A,2,N,Any,8,2013,0.25,0,0
52016,TRAIN,Male,5B,4+,Y,Named,10,2014,0.25,0,0
52017,TRAIN,Male,1A,4+,N,Any,10,2013,0.25,0,0
